id,amount,date
1000000001717,1682.02,2025-06-21
1000000001718,1773.12,2026-01-30
1000000001719,684.24,2026-02-25
1000000001720,74.67,2025-04-14
1000000001721,461.79,2025-04-12
1000000001722,699.13,2024-11-29
1000000001723,1796.70,2026-01-24
1000000001724,1949.32,2025-01-05
1000000001725,784.31,2024-05-20
1000000001726,869.22,2025-10-22
1000000001727,897.85,2026-02-25
1000000001728,16.28,2024-03-22
1000000001730,366.81,2024-05-22
1000000001731,1448.13,2026-02-10
1000000001732,1680.78,2025-10-24
1000000001733,1025.04,2024-05-03
1000000001734,178.52,2025-01-04
1000000001735,362.70,2025-03-20
1000000001736,1908.97,2024-07-30
1000000001737,1619.00,2024-07-15
1000000001738,79.03,2025-08-13
1000000001739,235.19,2025-10-04
1000000001740,1907.66,2024-10-20
1000000001741,1356.53,2024-08-11
1000000001742,550.53,2026-02-09
1000000001743,962.19,2024-02-26
1000000001744,1073.72,2024-06-29
1000000001745,1160.15,2025-03-07
1000000001746,871.96,2026-02-07
1000000001747,402.99,2024-09-18
1000000001748,946.49,2025-10-16
1000000001749,797.18,2025-12-05
1000000001750,1845.00,2024-11-29
1000000001751,829.77,2025-07-09
1000000001753,1524.56,2024-03-10
1000000001754,217.81,2025-12-09
1000000001755,135.14,2024-10-19
1000000001756,398.32,2025-12-19
1000000001757,403.00,2024-05-14
1000000001758,1928.93,2024-10-26
1000000001759,1579.80,2024-03-02
1000000001760,127.85,2025-05-18
1000000001761,1723.27,2025-01-19
1000000001762,209.19,2025-09-11
1000000001763,696.14,2024-07-24
1000000001764,1133.23,2024-12-22
1000000001765,1692.52,2024-04-06
1000000001766,1084.41,2024-12-08
1000000001767,1241.98,2024-02-09
1000000001768,1552.30,2025-10-25
1000000001769,1130.50,2025-09-25
1000000001770,1059.28,2024-09-14
1000000001771,698.86,2024-03-04
1000000001772,551.65,2024-12-05
1000000001773,1930.23,2025-08-02
1000000001774,1310.18,2024-03-07
1000000001775,291.58,2024-07-05
1000000001776,882.89,2025-10-07
1000000001777,1099.49,2025-10-14
1000000001778,295.37,2025-10-28
1000000001779,724.62,2024-02-27
1000000001780,1734.13,2024-04-14
1000000001781,1734.82,2025-05-15
1000000001782,1516.66,2024-05-14
1000000001783,1244.45,2024-10-16
1000000001784,1347.46,2025-10-05
1000000001785,1705.79,2024-10-08
1000000001786,788.96,2025-09-18
1000000001787,112.61,2024-09-10
1000000001788,564.29,2025-09-16
1000000001789,1010.92,2026-01-24
1000000001790,1532.49,2024-09-01
1000000001791,140.69,2025-07-30
1000000001792,20.32,2025-04-06
1000000001793,523.16,2024-03-30
1000000001794,771.07,2025-02-02
1000000001795,547.38,2025-03-09
1000000001796,351.43,2025-08-10
1000000001797,653.75,2025-06-29
1000000001798,740.47,2025-03-26
1000000001799,839.32,2026-02-10
1000000001800,320.79,2024-05-31
1000000001801,20.43,2025-07-15
1000000001802,1271.94,2025-03-12
1000000001803,1982.42,2024-02-05
1000000001804,1101.38,2024-12-04
1000000001805,449.73,2024-12-09
1000000001806,330.86,2024-05-09
1000000001807,1017.50,2026-01-04
1000000001808,1361.90,2024-02-10
1000000001809,1799.19,2025-05-18
1000000001810,588.81,2024-01-24
1000000001811,1279.29,2024-01-31
1000000001812,1428.72,2024-03-20
1000000001813,1708.13,2025-04-22
1000000001814,905.88,2024-05-01
1000000001815,184.89,2026-01-14
1000000001816,968.53,2025-01-26
1000000001817,1897.25,2024-06-27
1000000001818,108.79,2025-05-05
1000000001819,1115.61,2025-04-06
1000000001820,48.57,2025-06-03
1000000001821,1175.75,2025-07-27
1000000001822,199.68,2025-10-04
1000000001823,800.82,2024-05-17
1000000001824,1472.25,2025-02-21
1000000001825,1097.88,2025-05-09
1000000001826,1457.42,2025-10-07
1000000001827,1034.34,2024-02-07
1000000001828,1814.08,2026-01-01
1000000001829,1636.81,2025-10-06
1000000001830,1068.25,2025-07-10
1000000001831,740.64,2024-04-18
1000000001832,295.05,2025-05-17
1000000001833,1035.89,2024-07-14
1000000001834,53.98,2026-01-06
1000000001835,830.75,2025-08-29
1000000001836,448.36,2024-02-06
1000000001837,1580.54,2025-05-02
1000000001838,1176.63,2025-10-04
1000000001839,1763.25,2024-04-08
1000000001840,925.53,2024-02-21
1000000001841,225.92,2024-02-04
1000000001842,1116.86,2024-02-24
1000000001843,271.25,2025-12-20
1000000001844,622.56,2025-01-22
1000000001845,1114.21,2025-10-28
1000000001846,1505.77,2025-04-20
1000000001847,1024.18,2025-12-12
1000000001848,1339.87,2025-09-06
1000000001849,201.68,2024-07-08
1000000001850,1012.21,2024-01-31
1000000001851,793.70,2024-08-22
1000000001852,1906.88,2025-09-02
1000000001853,868.43,2025-10-19
1000000001854,566.98,2024-05-22
1000000001855,851.96,2024-11-19
1000000001856,430.40,2025-07-25
1000000001857,195.89,2024-03-11
1000000001858,1253.65,2024-11-23
1000000001859,1619.14,2025-01-25
1000000001860,292.11,2025-01-19
1000000001861,1356.84,2025-05-29
1000000001862,1304.06,2025-06-24
1000000001863,496.27,2024-06-20
1000000001864,893.64,2025-09-28
1000000001865,898.05,2024-07-07
1000000001866,1859.79,2024-07-09
1000000001867,1650.37,2024-05-01
1000000001868,378.16,2025-04-10
1000000001869,619.88,2024-08-12
1000000001870,263.43,2026-01-18
1000000001871,374.97,2024-04-21
1000000001872,654.90,2024-04-08
1000000001873,504.88,2024-09-15
1000000001874,444.11,2025-01-19
1000000001875,1540.35,2024-04-06
1000000001876,391.39,2024-06-02
1000000001877,1943.70,2024-09-22
1000000001878,1940.99,2025-11-19
1000000001879,1676.09,2024-02-13
1000000001880,193.27,2024-07-23
1000000001881,453.44,2025-12-26
1000000001882,1605.65,2024-12-21
1000000001883,1263.58,2024-07-06
1000000001884,1186.49,2025-04-11
1000000001885,1981.44,2024-10-09
1000000001886,1499.74,2025-06-05
1000000001887,1942.85,2024-03-12
1000000001888,1481.74,2024-11-23
1000000001889,1148.03,2025-06-30
1000000001890,1741.59,2025-06-20
1000000001891,1443.46,2024-06-14
1000000001892,1644.10,2026-01-11
1000000001893,1624.43,2024-10-23
1000000001894,1596.89,2024-06-13
1000000001895,831.55,2025-10-06
1000000001896,1556.33,2024-03-22
1000000001897,808.69,2025-10-04
1000000001898,386.50,2024-03-20
1000000001899,1124.66,2025-06-07
1000000001900,175.20,2025-12-20
1000000001901,1199.18,2025-09-28
1000000001902,1130.91,2026-02-13
1000000001903,1614.43,2025-08-24
1000000001904,774.65,2024-05-12
1000000001905,702.71,2024-11-05
1000000001906,1512.29,2024-01-07
1000000001907,144.21,2024-02-28
1000000001908,900.20,2025-11-01
1000000001909,1297.38,2024-05-04
1000000001910,190.29,2025-08-30
1000000001911,794.04,2025-02-23
1000000001912,1180.84,2024-10-06
1000000001913,1155.72,2025-03-12
1000000001914,96.79,2024-06-15
1000000001915,146.08,2025-10-01
1000000001916,943.13,2024-07-16
1000000001917,765.41,2025-07-08
1000000001918,196.79,2025-08-05
1000000001919,1648.38,2024-06-06
1000000001920,231.46,2025-11-13
1000000001921,1572.57,2024-09-11
1000000001922,1519.08,2025-06-28
1000000001923,1296.68,2026-02-24
1000000001924,983.37,2025-05-04
1000000001925,1183.32,2024-03-14
1000000001926,1497.65,2025-11-13
1000000001927,1477.05,2024-07-15
1000000001928,1889.28,2025-10-11
1000000001929,105.52,2025-07-18
1000000001930,1150.14,2024-03-12
1000000001931,1461.77,2025-08-29
1000000001932,1666.71,2024-08-07
1000000001933,481.79,2026-02-20
1000000001934,822.46,2025-11-12
1000000001935,1546.98,2025-06-14
1000000001936,1216.33,2025-09-03
1000000001937,1282.12,2024-07-20
1000000001938,386.26,2024-07-11
1000000001939,158.81,2024-11-20
1000000001940,1152.16,2025-05-17
1000000001941,265.21,2025-07-16
1000000001942,878.47,2024-06-25
1000000001943,1826.39,2024-08-14
1000000001944,216.21,2026-01-12
1000000001945,1290.25,2024-08-30
1000000001946,1652.11,2024-03-15
1000000001947,441.72,2025-12-25
1000000001948,100.71,2025-02-14
1000000001949,633.88,2024-11-23
1000000001950,1809.28,2025-03-09
1000000001951,1119.54,2025-12-03
1000000001952,1123.79,2024-04-24
1000000001953,1340.14,2024-02-15
1000000001954,1336.77,2025-03-15
1000000001955,1559.27,2024-03-15
1000000001956,406.41,2024-10-14
1000000001957,930.76,2025-02-28
1000000001958,953.64,2025-02-05
1000000001959,723.72,2024-07-14
1000000001960,990.87,2024-04-24
1000000001961,1045.45,2024-01-28
1000000001962,865.50,2024-01-09
1000000001963,1735.86,2025-08-28
1000000001964,1528.81,2025-07-05
1000000001965,134.51,2025-05-13
1000000001966,1637.51,2025-06-04
1000000001967,1655.12,2024-07-28
1000000001968,841.02,2024-10-15
1000000001969,169.14,2025-05-04
1000000001970,843.33,2025-06-22
1000000001971,242.22,2025-09-03
1000000001972,1426.77,2026-01-03
1000000001973,1734.55,2025-05-23
1000000001974,988.69,2025-01-28
1000000001975,726.92,2024-12-26
1000000001976,615.25,2024-09-27
1000000001977,1850.46,2025-04-02
1000000001978,1678.79,2025-09-25
1000000001979,1541.12,2025-12-26
1000000001980,385.01,2025-06-27
1000000001981,852.71,2025-01-25
1000000001982,208.98,2024-09-10
1000000001983,1490.09,2024-10-08
1000000001984,1696.79,2025-05-15
1000000001985,362.15,2025-06-04
1000000001986,894.78,2024-01-22
1000000001987,828.21,2024-11-17
1000000001988,1677.48,2025-06-15
1000000001989,1785.92,2026-01-24
1000000001990,1693.04,2025-06-25
1000000001991,1002.48,2024-03-26
1000000001992,330.25,2025-04-04
1000000001993,1521.54,2025-01-17
1000000001994,1812.38,2025-11-16
1000000001995,217.20,2024-06-20
1000000001996,791.94,2024-03-16
1000000001997,1429.23,2025-04-04
1000000001998,963.43,2024-02-15
1000000001999,1645.37,2025-05-23
1000000002000,840.23,2025-03-27
1000000002001,327.30,2024-01-05
1000000002002,1661.23,2025-07-23
1000000002003,1829.18,2024-11-21
1000000002004,1888.91,2024-03-02
1000000002005,1752.53,2024-10-31
1000000002006,1346.08,2025-11-24
1000000002007,239.53,2024-08-03
1000000002008,1651.85,2025-07-15
1000000002009,1714.30,2025-04-27
1000000002010,1082.86,2025-07-05
1000000002011,1300.32,2024-03-23
1000000002012,925.47,2024-01-13
1000000002013,47.27,2025-02-12
1000000002014,927.43,2024-10-23
1000000002015,790.10,2024-06-09
1000000002016,466.55,2025-06-15
1000000002017,548.13,2024-11-11
1000000002018,874.11,2025-01-19
1000000002019,1243.54,2025-09-21
1000000002020,491.42,2025-11-16
1000000002021,579.69,2024-02-15
1000000002022,352.27,2024-11-20
1000000002023,396.69,2025-08-16
1000000002024,197.90,2024-08-25
1000000002025,756.69,2024-12-17
1000000002026,258.99,2024-02-12
1000000002027,1298.27,2026-02-04
1000000002028,1380.27,2024-09-15
1000000002029,1888.58,2025-05-06
1000000002030,1346.44,2025-09-25
1000000002031,97.15,2025-06-11
1000000002032,1692.50,2025-10-11
1000000002033,861.41,2025-07-19
1000000002034,1587.20,2025-05-01
1000000002035,335.62,2025-11-28
1000000002036,1527.17,2025-10-16
1000000002037,963.53,2025-10-07
1000000002038,394.93,2024-12-15
1000000002039,415.36,2025-08-23
1000000002040,452.63,2024-09-20
1000000002041,1771.52,2025-12-31
1000000002042,1597.44,2025-01-02
1000000002043,423.78,2026-01-17
1000000002044,1843.94,2025-04-18
1000000002045,1119.32,2026-01-14
1000000002046,112.34,2024-05-25
1000000002047,1050.79,2024-06-02
1000000002048,931.78,2025-06-05
1000000002049,1729.39,2024-09-18
1000000002050,1839.87,2024-03-28
1000000002051,607.78,2024-05-01
1000000002052,1136.00,2024-05-29
1000000002053,1561.29,2024-01-12
1000000002054,728.92,2025-11-16
1000000002055,1923.71,2025-04-29
1000000002056,1913.86,2024-11-28
1000000002057,1148.08,2024-12-02
1000000002058,598.76,2025-12-24
1000000002059,1365.55,2025-06-12
1000000002060,611.96,2025-11-08
1000000002061,791.64,2024-01-28
1000000002062,1199.43,2024-07-03
1000000002063,496.56,2025-03-10
1000000002064,940.84,2024-05-10
1000000002065,1734.36,2024-02-22
1000000002066,1458.61,2026-02-07
1000000002067,1126.79,2025-01-24
1000000002068,1180.68,2024-03-01
1000000002069,720.85,2024-06-26
1000000002070,976.70,2025-03-14
1000000002071,1286.05,2024-06-19
1000000002072,1348.81,2025-04-28
1000000002073,1070.73,2024-08-07
1000000002074,414.87,2025-07-29
1000000002075,511.08,2025-05-06
1000000002076,1546.13,2024-12-30
1000000002077,354.41,2024-12-09
1000000002078,639.65,2024-11-22
1000000002079,134.04,2025-09-25
1000000002080,1639.46,2025-01-10
1000000002081,1267.61,2025-06-30
1000000002082,949.46,2024-12-20
1000000002083,1418.02,2025-08-16
1000000002084,262.91,2025-02-25
1000000002085,1818.94,2024-04-27
1000000002087,319.33,2024-07-08
1000000002088,729.26,2025-12-18
1000000002089,215.05,2026-01-08
1000000002090,406.63,2025-09-17
1000000002091,697.90,2024-04-07
1000000002092,1149.09,2024-06-26
1000000002093,1312.75,2024-04-20
1000000002094,377.28,2025-07-17
1000000002095,1118.81,2025-05-28
1000000002096,235.08,2025-01-19
1000000002097,568.17,2024-09-10
1000000002098,1153.71,2025-11-17
1000000002099,900.82,2024-11-20
1000000002100,68.84,2024-05-09
1000000002101,1061.10,2024-07-26
1000000002102,136.79,2024-06-20
1000000002103,1013.97,2025-02-13
1000000002104,1283.76,2024-04-15
1000000002105,956.48,2024-08-08
1000000002107,987.68,2026-01-23
1000000002108,209.25,2024-09-21
1000000002109,991.18,2024-11-24
1000000002110,574.57,2025-12-16
1000000002111,72.72,2025-01-14
1000000002112,815.20,2025-06-28
1000000002113,253.92,2024-05-21
1000000002114,1827.39,2024-02-15
1000000002115,1649.70,2024-12-30
1000000002116,899.51,2024-03-05
1000000002117,367.04,2024-11-07
1000000002118,352.36,2024-02-19
1000000002119,98.57,2025-04-30
1000000002120,733.90,2025-04-07
1000000002121,1208.22,2025-10-04
1000000002122,1779.77,2024-09-19
1000000002123,355.41,2024-04-03
1000000002124,1940.19,2025-10-27
1000000002125,1803.96,2025-09-26
1000000002126,1199.67,2025-03-21
1000000002127,1147.26,2025-01-26
1000000002128,1573.44,2025-11-22
1000000002129,14.09,2024-03-27
1000000002130,203.16,2024-07-07
1000000002131,49.24,2024-12-15
1000000002132,654.80,2025-01-23
1000000002133,530.88,2025-05-09
1000000002134,382.83,2024-12-02
1000000002135,1403.36,2024-04-05
1000000002136,1859.42,2024-01-22
1000000002137,1556.91,2024-03-14
1000000002138,1349.61,2024-01-18
1000000002139,1082.47,2024-09-25
1000000002140,284.85,2025-03-26
1000000002141,737.03,2024-06-12
1000000002142,608.05,2025-02-08
1000000002143,770.38,2024-09-15
1000000002144,312.10,2025-08-10
1000000002145,122.72,2025-02-10
1000000002146,610.10,2025-12-28
1000000002147,1073.70,2025-02-10
1000000002148,1633.77,2025-05-30
1000000002149,1592.52,2025-03-23
1000000002150,1169.03,2026-01-19
1000000002151,161.20,2024-11-26
1000000002152,284.01,2025-09-26
1000000002153,1278.16,2024-06-01
1000000002154,1525.88,2024-04-06
1000000002155,1370.77,2025-11-11
1000000002156,42.68,2024-12-22
1000000002157,1615.89,2024-02-15
1000000002158,1317.92,2024-07-21
1000000002159,1470.44,2024-07-20
1000000002160,619.04,2024-02-27
1000000002161,1837.20,2024-10-15
1000000002162,367.64,2025-05-20
1000000002163,745.14,2024-08-31
1000000002164,1097.76,2025-06-21
1000000002165,4.67,2024-06-30
1000000002166,1572.06,2025-06-19
1000000002167,902.43,2024-04-09
1000000002168,615.53,2025-08-02
1000000002169,1459.24,2024-08-28
1000000002170,1065.38,2025-02-13
1000000002171,479.43,2026-01-02
1000000002172,1683.60,2024-06-28
1000000002173,1637.55,2024-09-13
1000000002174,219.49,2025-05-30
1000000002175,1338.65,2024-11-23
1000000002176,922.34,2024-11-15
1000000002177,173.65,2025-05-18
1000000002178,1345.23,2026-02-01
1000000002179,1391.29,2025-09-17
1000000002180,1297.35,2025-11-16
1000000002181,1298.11,2025-11-28
1000000002182,1376.27,2026-02-17
1000000002183,52.64,2025-01-03
1000000002184,993.39,2025-07-15
1000000002185,1202.29,2026-02-01
1000000002186,108.46,2025-12-27
1000000002187,1625.39,2024-08-17
1000000002188,989.50,2025-05-11
1000000002189,954.79,2025-05-29
1000000002190,648.97,2025-10-02
1000000002191,1910.74,2025-08-28
1000000002192,42.18,2024-09-01
1000000002193,913.37,2025-08-24
1000000002194,173.35,2024-04-04
1000000002195,881.95,2025-03-28
1000000002196,616.96,2024-03-15
1000000002197,1874.00,2024-02-12
1000000002198,1680.16,2025-09-16
1000000002199,1606.43,2024-10-23
1000000002200,265.62,2025-09-21
1000000002201,1487.96,2026-01-22
1000000002202,1879.73,2024-02-13
1000000002203,1934.67,2024-05-11
1000000002204,850.55,2025-11-25
1000000002205,341.65,2024-08-27
1000000002206,113.99,2025-06-30
1000000002207,901.12,2025-01-24
1000000002208,1396.23,2026-01-23
1000000002209,865.97,2024-09-03
1000000002210,1643.60,2025-04-11
1000000002211,448.18,2024-05-22
1000000002212,1750.65,2025-08-08
1000000002213,1188.21,2025-09-14
1000000002214,1778.02,2025-11-09
1000000002215,1223.75,2025-03-29
1000000002216,1615.32,2024-03-13
1000000002217,453.78,2025-04-17
1000000002218,345.34,2025-04-23
1000000002219,161.95,2024-10-11
1000000002220,1830.81,2025-12-22
1000000002221,1152.95,2025-04-14
1000000002222,95.20,2025-10-26
1000000002223,729.55,2025-04-09
1000000002224,515.91,2025-09-03
1000000002225,112.63,2024-12-17
1000000002226,510.49,2025-02-15
1000000002227,107.78,2024-03-03
1000000002228,807.30,2024-11-20
1000000002229,793.19,2025-10-30
1000000002230,1318.83,2024-04-02
1000000002231,1018.50,2025-03-09
1000000002232,1388.61,2025-03-16
1000000002233,1210.63,2025-09-18
1000000002234,648.11,2024-05-17
1000000002235,94.27,2025-01-31
1000000002236,1926.01,2026-01-22
1000000002237,1654.09,2024-04-09
1000000002238,489.11,2024-02-10
1000000002239,731.94,2025-10-17
1000000002240,913.06,2024-12-10
1000000002242,1676.66,2024-01-15
1000000002243,849.04,2026-01-10
1000000002244,698.99,2025-12-09
1000000002245,318.82,2025-02-22
1000000002246,941.30,2026-02-03
1000000002247,1117.48,2026-02-26
1000000002248,1023.09,2026-02-13
1000000002249,1900.49,2024-11-10
1000000002250,1124.60,2024-06-17
1000000002251,988.90,2026-02-17
1000000002252,867.22,2024-01-13
1000000002253,478.16,2025-10-28
1000000002254,1218.15,2024-05-02
1000000002255,1769.53,2025-03-25
1000000002256,1272.29,2024-07-01
1000000002257,962.19,2024-10-13
1000000002258,1327.89,2024-10-18
1000000002259,682.39,2024-03-15
1000000002260,211.82,2026-01-08
1000000002261,1859.03,2024-04-11
1000000002262,1085.66,2024-04-28
1000000002263,202.40,2025-09-18
1000000002264,1101.26,2024-11-14
1000000002265,1540.48,2024-06-10
1000000002266,461.90,2025-06-14
1000000002267,1394.85,2025-11-26
1000000002268,751.51,2025-05-29
1000000002269,821.65,2025-06-23
1000000002270,262.90,2024-08-16
1000000002271,205.32,2025-06-29
1000000002272,838.80,2024-11-30
1000000002273,1689.92,2024-09-20
1000000002274,756.30,2025-05-18
1000000002275,784.05,2025-08-07
1000000002276,1140.39,2024-11-11
1000000002277,1540.91,2024-08-13
1000000002278,1834.95,2025-03-22
1000000002279,1089.78,2024-09-21
1000000002280,426.59,2024-04-11
1000000002282,1135.25,2024-01-24
1000000002283,899.19,2024-02-15
1000000002284,1143.49,2024-12-21
1000000002285,108.93,2024-12-14
1000000002286,1858.34,2025-04-14
1000000002287,901.78,2025-11-04
1000000002288,1572.17,2024-02-07
1000000002289,1112.34,2024-04-29
1000000002290,702.41,2026-02-06
1000000002291,1635.10,2025-11-01
1000000002292,147.28,2025-11-19
1000000002293,192.47,2024-02-21
1000000002294,1716.15,2025-04-30
1000000002295,1630.10,2024-06-08
1000000002296,1038.90,2024-06-19
1000000002297,929.26,2024-05-06
1000000002298,1312.07,2025-09-29
1000000002299,1917.34,2025-02-05
1000000002300,1737.18,2024-10-09
1000000002301,409.58,2024-08-18
1000000002302,80.26,2024-08-25
1000000002303,365.60,2026-01-05
1000000002304,1553.57,2024-12-14
1000000002305,1733.80,2024-12-28
1000000002306,1120.60,2024-06-09
1000000002307,89.61,2025-08-13
1000000002308,329.44,2024-09-28
1000000002309,172.51,2025-03-19
1000000002310,603.85,2024-07-10
1000000002311,1649.64,2025-02-26
1000000002312,936.97,2024-09-06
1000000002313,926.29,2025-11-16
1000000002314,979.20,2025-07-22
1000000002315,1450.49,2024-01-17
1000000002316,81.90,2026-01-03
1000000002317,1547.23,2025-03-07
1000000002318,392.84,2025-01-18
1000000002319,1736.29,2025-10-28
1000000002320,1150.63,2026-02-25
1000000002321,960.19,2026-02-03
1000000002322,951.50,2024-01-27
1000000002323,1094.39,2025-10-28
1000000002324,197.19,2025-10-12
1000000002325,1467.56,2024-12-29
1000000002326,352.60,2024-04-15
1000000002327,1353.92,2024-05-26
1000000002328,938.56,2024-07-28
1000000002329,1018.01,2025-05-28
1000000002330,804.21,2025-05-10
1000000002331,1660.89,2024-02-16
1000000002332,712.97,2025-04-26
1000000002333,638.69,2026-01-22
1000000002334,290.63,2024-01-27
1000000002335,66.91,2025-10-23
1000000002336,1880.98,2025-10-07
1000000002337,476.19,2025-01-06
1000000002338,1276.18,2026-01-11
1000000002339,1323.97,2024-12-06
1000000002340,989.77,2024-04-17
1000000002341,1436.26,2025-05-24
1000000002342,301.66,2026-01-22
1000000002343,646.95,2026-01-26
1000000002344,665.95,2026-01-01
1000000002345,1757.23,2025-03-06
1000000002346,1141.30,2026-02-22
1000000002347,549.09,2025-05-05
1000000002348,1564.57,2024-06-16
1000000002349,730.58,2025-01-26
1000000002350,1774.41,2024-05-26
1000000002351,1256.13,2025-07-18
1000000002352,512.31,2025-03-19
1000000002353,314.12,2024-08-02
1000000002354,347.58,2024-01-28
1000000002355,189.94,2026-01-19
1000000002356,1156.05,2025-10-15
1000000002357,441.96,2025-09-26
1000000002358,1823.97,2025-11-14
1000000002359,1138.33,2025-12-30
1000000002360,235.00,2025-03-17
1000000002361,1743.61,2025-02-17
1000000002362,817.51,2024-03-15
1000000002363,1707.61,2025-08-16
1000000002364,888.66,2024-10-18
1000000002365,1736.69,2025-04-13
1000000002366,166.65,2025-07-10
1000000002367,1406.41,2024-10-25
1000000002368,1386.40,2024-04-01
1000000002369,742.81,2025-12-22
1000000002370,762.47,2024-09-22
1000000002371,403.24,2025-03-13
1000000002372,1819.99,2025-08-08
1000000002373,1814.24,2025-10-04
1000000002374,1790.37,2024-10-22
1000000002375,1630.57,2025-06-07
1000000002376,445.63,2025-04-14
1000000002377,924.61,2024-09-04
1000000002378,1301.00,2024-06-27
1000000002379,573.81,2026-02-06
1000000002380,310.86,2025-10-15
1000000002381,514.35,2025-04-03
1000000002382,355.62,2024-05-28
1000000002383,605.74,2025-08-25
1000000002384,1263.34,2024-02-22
1000000002385,67.85,2024-04-22
1000000002386,923.08,2025-06-25
1000000002387,1416.70,2025-09-29
1000000002388,1463.36,2024-05-22
1000000002389,943.57,2025-11-19
1000000002390,1195.31,2024-12-03
1000000002391,1410.62,2024-03-26
1000000002392,332.35,2024-03-09
1000000002393,1564.75,2025-05-09
1000000002394,221.03,2025-09-01
1000000002395,168.72,2025-11-16
1000000002396,791.19,2025-09-22
1000000002397,1018.33,2024-06-01
1000000002398,1833.08,2024-03-08
1000000002399,1838.03,2025-04-13
1000000002400,1224.10,2025-12-10
1000000002401,1344.29,2024-04-03
1000000002402,1050.62,2025-04-17
1000000002403,1047.14,2024-12-07
1000000002404,1470.06,2025-05-10
1000000002405,189.17,2024-12-10
1000000002406,320.99,2025-01-11
1000000002407,810.96,2024-04-27
1000000002408,1642.43,2024-11-24
1000000002409,190.22,2024-04-02
1000000002410,1179.98,2024-04-03
1000000002411,1191.30,2025-09-11
1000000002412,1738.96,2024-03-18
1000000002413,1322.99,2024-11-03
1000000002414,881.22,2025-02-13
1000000002415,328.68,2024-11-28
1000000002416,1409.75,2024-05-08
1000000002417,1635.93,2024-03-26
1000000002418,1502.99,2024-07-22
1000000002419,465.75,2025-03-22
1000000002420,330.47,2026-01-08
1000000002421,1106.40,2024-08-26
1000000002422,1285.94,2024-08-12
1000000002423,142.30,2025-08-21
1000000002424,318.02,2024-09-08
1000000002426,391.77,2025-10-19
1000000002427,777.98,2024-11-19
1000000002428,421.51,2025-05-21
1000000002429,414.64,2025-03-21
1000000002430,825.36,2025-03-30
1000000002431,1737.76,2026-03-01
1000000002432,576.95,2025-11-06
1000000002433,885.07,2024-11-03
1000000002434,1326.92,2025-06-06
1000000002435,726.67,2024-01-18
1000000002436,202.23,2025-05-18
1000000002437,641.19,2025-02-26
1000000002438,502.40,2024-06-19
1000000002440,1408.57,2026-01-17
1000000002441,702.14,2024-09-30
1000000002442,320.59,2024-11-28
1000000002443,1598.16,2025-06-26
1000000002444,774.66,2024-10-14
1000000002445,1571.09,2024-10-28
1000000002446,1364.19,2024-08-03
1000000002447,239.46,2025-07-17
1000000002448,1285.20,2025-01-01
1000000002449,1638.98,2024-02-04
1000000002450,431.68,2025-07-14
1000000002451,1513.28,2025-05-08
1000000002452,1484.74,2026-01-24
1000000002454,438.25,2024-12-27
1000000002455,1684.32,2024-01-16
1000000002456,1665.51,2025-08-15
1000000002457,1842.54,2024-10-29
1000000002458,1547.35,2024-04-07
1000000002459,863.59,2026-03-03
1000000002460,1457.46,2025-07-13
1000000002461,105.96,2024-03-10
1000000002462,73.19,2025-01-01
1000000002463,199.51,2024-02-13
1000000002464,116.87,2025-09-10
1000000002465,1640.17,2024-06-18
1000000002466,1474.85,2025-10-21
1000000002467,677.10,2025-05-19
1000000002468,1664.89,2024-12-16
1000000002469,539.48,2025-09-28
1000000002470,1463.00,2024-03-03
1000000002471,1065.42,2025-07-02
1000000002472,1580.50,2024-11-27
1000000002473,1633.87,2024-09-04
1000000002474,78.08,2025-01-16
1000000002475,1273.61,2025-05-12
1000000002476,1603.64,2024-02-06
1000000002477,1395.11,2024-09-16
1000000002478,741.04,2025-01-12
1000000002479,1641.33,2024-02-19
1000000002480,772.80,2024-06-10
1000000002481,1235.03,2025-07-28
1000000002482,626.56,2024-04-05
1000000002483,1751.44,2024-09-18
1000000002484,1077.82,2024-11-22
1000000002485,760.88,2025-09-14
1000000002486,1159.88,2025-10-04
1000000002487,187.18,2025-10-18
1000000002488,1760.70,2025-02-23
1000000002489,153.80,2024-02-28
1000000002490,404.71,2026-02-11
1000000002491,1124.26,2025-11-08
1000000002492,1062.96,2025-01-01
1000000002494,1187.74,2024-08-09
1000000002495,522.13,2024-08-13
1000000002496,900.16,2025-04-22
1000000002497,1551.24,2024-07-03
1000000002498,367.87,2024-02-10
1000000002499,799.60,2024-06-24
1000000002500,1836.74,2025-10-10
1000000002501,816.81,2025-05-02
1000000002502,1877.22,2025-08-01
1000000002503,883.40,2025-09-28
1000000002504,1019.75,2024-07-27
1000000002505,334.90,2024-08-19
1000000002506,1944.85,2024-02-10
1000000002507,947.73,2025-08-15
1000000002508,1316.91,2024-02-15
1000000002509,1436.20,2025-05-30
1000000002510,265.44,2025-11-29
1000000002511,816.30,2025-06-29
1000000002512,618.53,2026-02-17
1000000002513,1192.92,2024-09-01
1000000002514,313.83,2024-07-04
1000000002515,655.72,2025-12-31
1000000002516,1149.79,2025-07-02
1000000002517,634.33,2025-09-15
1000000002518,360.74,2025-05-21
1000000002519,248.11,2026-01-12
1000000002520,130.01,2025-11-11
1000000002521,742.43,2024-11-25
1000000002522,982.52,2024-05-06
1000000002523,1573.52,2026-01-09
1000000002524,1069.38,2025-12-19
1000000002525,635.22,2024-06-08
1000000002526,408.85,2025-08-14
